scenario_id,split,location,date,interests,categories,origin_latitude,origin_longitude,radius_km,poi_id,name,category,description,distance_km,source_url,relevance_0_3,notes
HN-HOLD-02,holdout,Hà Nội,2026-09-20,"tâm linh, lịch sử","temple, historic",21.0285,105.8542,18.0,osm:way:37625751,Lăng Chủ tịch Hồ Chí Minh,historic,"Lăng Chủ tịch Hồ Chí Minh (Hà Nội) là nơi lưu giữ thi hài của Chủ tịch Hồ Chí Minh, trở thành biểu tượng của lòng tôn kính và biết ơn của nhân dân Việt Nam.",2.225,https://www.openstreetmap.org/way/37625751,,
HN-HOLD-02,holdout,Hà Nội,2026-09-20,"tâm linh, lịch sử","temple, historic",21.0285,105.8542,18.0,osm:node:3794435557,Đình Làng Quảng Bá,temple,"Điểm văn hóa tâm linh tại 21.066868, 105.823032, được phân loại từ dữ liệu OpenStreetMap/HOTOSM (amenity=place_of_worship).",5.354,https://www.openstreetmap.org/node/3794435557,,
HN-HOLD-02,holdout,Hà Nội,2026-09-20,"tâm linh, lịch sử","temple, historic",21.0285,105.8542,18.0,osm:node:12876453886,Đền Thiên Vương Thịnh,temple,"Điểm văn hóa tâm linh tại 20.992428, 105.908065, được phân loại từ dữ liệu OpenStreetMap/HOTOSM (amenity=place_of_worship).",6.881,https://www.openstreetmap.org/node/12876453886,,
HN-HOLD-02,holdout,Hà Nội,2026-09-20,"tâm linh, lịch sử","temple, historic",21.0285,105.8542,18.0,osm:node:13352652760,Đình Thuận Quang,temple,"Điểm văn hóa tâm linh tại Ngõ 533 Nguyễn Bình, Hà Nội, được phân loại từ dữ liệu OpenStreetMap/HOTOSM (amenity=place_of_worship).",12.49,https://www.openstreetmap.org/node/13352652760,,
HN-HOLD-02,holdout,Hà Nội,2026-09-20,"tâm linh, lịch sử","temple, historic",21.0285,105.8542,18.0,osm:node:6533893985,Nhac cafe,restaurant,,0.449,https://www.openstreetmap.org/node/6533893985,,
HN-HOLD-02,holdout,Hà Nội,2026-09-20,"tâm linh, lịch sử","temple, historic",21.0285,105.8542,18.0,osm:node:13516584409,The Banh Mi Station,restaurant,,0.429,https://www.openstreetmap.org/node/13516584409,,
HN-HOLD-02,holdout,Hà Nội,2026-09-20,"tâm linh, lịch sử","temple, historic",21.0285,105.8542,18.0,osm:node:9757095553,Chùa Hà Trì,temple,,10.12,https://www.openstreetmap.org/node/9757095553,,
HN-HOLD-02,holdout,Hà Nội,2026-09-20,"tâm linh, lịch sử","temple, historic",21.0285,105.8542,18.0,osm:node:12744754301,FU RONG HUA,restaurant,,0.447,https://www.openstreetmap.org/node/12744754301,,
HN-HOLD-02,holdout,Hà Nội,2026-09-20,"tâm linh, lịch sử","temple, historic",21.0285,105.8542,18.0,osm:node:10715935205,ACID8 Speciality Coffee,cafe,,1.15,https://www.openstreetmap.org/node/10715935205,,
HN-HOLD-02,holdout,Hà Nội,2026-09-20,"tâm linh, lịch sử","temple, historic",21.0285,105.8542,18.0,osm:way:697326496,Chùa Một Cột,temple,"Điểm văn hóa tâm linh tại 21.067416, 106.764553, được phân loại từ dữ liệu OpenStreetMap/HOTOSM (amenity=place_of_worship).",2.288,https://www.openstreetmap.org/way/697326496,,
HN-HOLD-02,holdout,Hà Nội,2026-09-20,"tâm linh, lịch sử","temple, historic",21.0285,105.8542,18.0,osm:node:4486828192,Cafe Dinh,cafe,Best egg coffee with art latte,0.432,https://www.openstreetmap.org/node/4486828192,,
HN-HOLD-02,holdout,Hà Nội,2026-09-20,"tâm linh, lịch sử","temple, historic",21.0285,105.8542,18.0,osm:way:700840711,Đền Bạch Mã,temple,,0.891,https://www.openstreetmap.org/way/700840711,,
HN-HOLD-02,holdout,Hà Nội,2026-09-20,"tâm linh, lịch sử","temple, historic",21.0285,105.8542,18.0,osm:node:13275273171,Đây Đi,cafe,,0.316,https://www.openstreetmap.org/node/13275273171,,
HN-HOLD-02,holdout,Hà Nội,2026-09-20,"tâm linh, lịch sử","temple, historic",21.0285,105.8542,18.0,osm:node:10855443206,Chùa Tranh Khúc,temple,"Điểm văn hóa tâm linh tại 20.924956, 105.888766, được phân loại từ dữ liệu OpenStreetMap/HOTOSM (amenity=place_of_worship).",12.06,https://www.openstreetmap.org/node/10855443206,,
HN-HOLD-02,holdout,Hà Nội,2026-09-20,"tâm linh, lịch sử","temple, historic",21.0285,105.8542,18.0,osm:way:339936730,Bảo tàng Dân tộc học Việt Nam,museum,"Bảo tàng tại Đường Nguyễn Văn Huyên, Hà Nội, được phân loại từ dữ liệu OpenStreetMap/HOTOSM (tourism=museum).",5.888,https://www.openstreetmap.org/way/339936730,,
HN-HOLD-02,holdout,Hà Nội,2026-09-20,"tâm linh, lịch sử","temple, historic",21.0285,105.8542,18.0,osm:way:28912942,Nhà thờ Lớn Hà Nội,temple,,0.555,https://www.openstreetmap.org/way/28912942,,
HN-HOLD-02,holdout,Hà Nội,2026-09-20,"tâm linh, lịch sử","temple, historic",21.0285,105.8542,18.0,osm:way:696913691,Hoàng thành Thăng Long,historic,,1.787,https://www.openstreetmap.org/way/696913691,,
HN-HOLD-03,holdout,Hà Nội,2026-09-20,"làng nghề, văn hóa, chụp ảnh","craft_village, historic",20.979,105.911,25.0,osm:node:10855443206,Chùa Tranh Khúc,temple,"Điểm văn hóa tâm linh tại 20.924956, 105.888766, được phân loại từ dữ liệu OpenStreetMap/HOTOSM (amenity=place_of_worship).",6.438,https://www.openstreetmap.org/node/10855443206,,
HN-HOLD-03,holdout,Hà Nội,2026-09-20,"làng nghề, văn hóa, chụp ảnh","craft_village, historic",20.979,105.911,25.0,osm:node:3794435557,Đình Làng Quảng Bá,temple,"Điểm văn hóa tâm linh tại 21.066868, 105.823032, được phân loại từ dữ liệu OpenStreetMap/HOTOSM (amenity=place_of_worship).",13.373,https://www.openstreetmap.org/node/3794435557,,
HN-HOLD-03,holdout,Hà Nội,2026-09-20,"làng nghề, văn hóa, chụp ảnh","craft_village, historic",20.979,105.911,25.0,osm:way:37625751,Lăng Chủ tịch Hồ Chí Minh,historic,"Lăng Chủ tịch Hồ Chí Minh (Hà Nội) là nơi lưu giữ thi hài của Chủ tịch Hồ Chí Minh, trở thành biểu tượng của lòng tôn kính và biết ơn của nhân dân Việt Nam.",10.2,https://www.openstreetmap.org/way/37625751,,
HN-HOLD-03,holdout,Hà Nội,2026-09-20,"làng nghề, văn hóa, chụp ảnh","craft_village, historic",20.979,105.911,25.0,osm:way:696913691,Hoàng thành Thăng Long,historic,,9.848,https://www.openstreetmap.org/way/696913691,,
HN-HOLD-03,holdout,Hà Nội,2026-09-20,"làng nghề, văn hóa, chụp ảnh","craft_village, historic",20.979,105.911,25.0,osm:way:1296795442,Vietgangz Farm,zoo,,3.853,https://www.openstreetmap.org/way/1296795442,,
HN-HOLD-03,holdout,Hà Nội,2026-09-20,"làng nghề, văn hóa, chụp ảnh","craft_village, historic",20.979,105.911,25.0,osm:way:704147278,Bảo tàng Phụ nữ Việt Nam,museum,,7.896,https://www.openstreetmap.org/way/704147278,,
HN-HOLD-03,holdout,Hà Nội,2026-09-20,"làng nghề, văn hóa, chụp ảnh","craft_village, historic",20.979,105.911,25.0,osm:node:4258046056,She Coffe,cafe,,4.187,https://www.openstreetmap.org/node/4258046056,,
HN-HOLD-03,holdout,Hà Nội,2026-09-20,"làng nghề, văn hóa, chụp ảnh","craft_village, historic",20.979,105.911,25.0,osm:node:11372720513,Nhà hàng Nhật Bản Minori,restaurant,,3.857,https://www.openstreetmap.org/node/11372720513,,
HN-HOLD-03,holdout,Hà Nội,2026-09-20,"làng nghề, văn hóa, chụp ảnh","craft_village, historic",20.979,105.911,25.0,osm:way:409390951,Trung tâm Lưu trữ và Triển lãm Ảnh Nghệ thuật Việt Nam,museum,,14.067,https://www.openstreetmap.org/way/409390951,,
HN-HOLD-03,holdout,Hà Nội,2026-09-20,"làng nghề, văn hóa, chụp ảnh","craft_village, historic",20.979,105.911,25.0,osm:node:9237323772,Chợ Tư Đình,market,"Chợ/điểm sinh hoạt địa phương tại 21.027388, 105.887153, được phân loại từ dữ liệu OpenStreetMap/HOTOSM (amenity=marketplace).",5.923,https://www.openstreetmap.org/node/9237323772,,
HN-HOLD-03,holdout,Hà Nội,2026-09-20,"làng nghề, văn hóa, chụp ảnh","craft_village, historic",20.979,105.911,25.0,osm:way:697326496,Chùa Một Cột,temple,"Điểm văn hóa tâm linh tại 21.067416, 106.764553, được phân loại từ dữ liệu OpenStreetMap/HOTOSM (amenity=place_of_worship).",10.222,https://www.openstreetmap.org/way/697326496,,
HN-HOLD-03,holdout,Hà Nội,2026-09-20,"làng nghề, văn hóa, chụp ảnh","craft_village, historic",20.979,105.911,25.0,osm:node:11372720517,Chao Quán,restaurant,,3.912,https://www.openstreetmap.org/node/11372720517,,
HN-HOLD-03,holdout,Hà Nội,2026-09-20,"làng nghề, văn hóa, chụp ảnh","craft_village, historic",20.979,105.911,25.0,osm:node:13352652760,Đình Thuận Quang,temple,"Điểm văn hóa tâm linh tại Ngõ 533 Nguyễn Bình, Hà Nội, được phân loại từ dữ liệu OpenStreetMap/HOTOSM (amenity=place_of_worship).",6.698,https://www.openstreetmap.org/node/13352652760,,
HN-HOLD-03,holdout,Hà Nội,2026-09-20,"làng nghề, văn hóa, chụp ảnh","craft_village, historic",20.979,105.911,25.0,osm:way:37933050,Nhà hát Lớn,performance_venue,,7.465,https://www.openstreetmap.org/way/37933050,,
HN-HOLD-03,holdout,Hà Nội,2026-09-20,"làng nghề, văn hóa, chụp ảnh","craft_village, historic",20.979,105.911,25.0,osm:node:13033222658,Chớp Coffee & Tea,cafe,,4.698,https://www.openstreetmap.org/node/13033222658,,
HN-HOLD-03,holdout,Hà Nội,2026-09-20,"làng nghề, văn hóa, chụp ảnh","craft_village, historic",20.979,105.911,25.0,osm:node:10709724414,Đình làng Tự Nhiên,attraction,"Điểm tham quan tại 20.863456, 105.918504, được phân loại từ dữ liệu OpenStreetMap/HOTOSM (tourism=attraction).",12.872,https://www.openstreetmap.org/node/10709724414,,
HN-HOLD-03,holdout,Hà Nội,2026-09-20,"làng nghề, văn hóa, chụp ảnh","craft_village, historic",20.979,105.911,25.0,osm:way:340128580,Di tích Nhà tù Hỏa Lò,museum,,8.454,https://www.openstreetmap.org/way/340128580,,
HN-HOLD-03,holdout,Hà Nội,2026-09-20,"làng nghề, văn hóa, chụp ảnh","craft_village, historic",20.979,105.911,25.0,osm:node:4745160523,MINH MINH QUÁN ( bánh mì chảo ),restaurant,,6.076,https://www.openstreetmap.org/node/4745160523,,
HN-HOLD-03,holdout,Hà Nội,2026-09-20,"làng nghề, văn hóa, chụp ảnh","craft_village, historic",20.979,105.911,25.0,osm:way:339936730,Bảo tàng Dân tộc học Việt Nam,museum,"Bảo tàng tại Đường Nguyễn Văn Huyên, Hà Nội, được phân loại từ dữ liệu OpenStreetMap/HOTOSM (tourism=museum).",13.479,https://www.openstreetmap.org/way/339936730,,
HN-HOLD-03,holdout,Hà Nội,2026-09-20,"làng nghề, văn hóa, chụp ảnh","craft_village, historic",20.979,105.911,25.0,osm:node:10715935205,ACID8 Speciality Coffee,cafe,,8.19,https://www.openstreetmap.org/node/10715935205,,
HN-HOLD-03,holdout,Hà Nội,2026-09-20,"làng nghề, văn hóa, chụp ảnh","craft_village, historic",20.979,105.911,25.0,osm:way:1307631429,Vườn hoa Nghè Ngô,park,,4.032,https://www.openstreetmap.org/way/1307631429,,
HN-HOLD-03,holdout,Hà Nội,2026-09-20,"làng nghề, văn hóa, chụp ảnh","craft_village, historic",20.979,105.911,25.0,osm:node:12876453886,Đền Thiên Vương Thịnh,temple,"Điểm văn hóa tâm linh tại 20.992428, 105.908065, được phân loại từ dữ liệu OpenStreetMap/HOTOSM (amenity=place_of_worship).",1.524,https://www.openstreetmap.org/node/12876453886,,
HN-HOLD-03,holdout,Hà Nội,2026-09-20,"làng nghề, văn hóa, chụp ảnh","craft_village, historic",20.979,105.911,25.0,osm:way:700145152,Bảo tàng Mỹ thuật Việt Nam,museum,,9.588,https://www.openstreetmap.org/way/700145152,,
HN-HOLD-03,holdout,Hà Nội,2026-09-20,"làng nghề, văn hóa, chụp ảnh","craft_village, historic",20.979,105.911,25.0,osm:way:178995262,Đền Ngọc Sơn,temple,,8.374,https://www.openstreetmap.org/way/178995262,,
HN-HOLD-03,holdout,Hà Nội,2026-09-20,"làng nghề, văn hóa, chụp ảnh","craft_village, historic",20.979,105.911,25.0,osm:node:10179892274,The East,restaurant,,8.945,https://www.openstreetmap.org/node/10179892274,,
HN-HOLD-03,holdout,Hà Nội,2026-09-20,"làng nghề, văn hóa, chụp ảnh","craft_village, historic",20.979,105.911,25.0,osm:way:28912942,Nhà thờ Lớn Hà Nội,temple,,8.491,https://www.openstreetmap.org/way/28912942,,
HN-HOLD-03,holdout,Hà Nội,2026-09-20,"làng nghề, văn hóa, chụp ảnh","craft_village, historic",20.979,105.911,25.0,osm:way:228075195,Cung Văn hóa Lao động Hữu nghị Việt Xô,attraction,,8.439,https://www.openstreetmap.org/way/228075195,,
HN-HOLD-03,holdout,Hà Nội,2026-09-20,"làng nghề, văn hóa, chụp ảnh","craft_village, historic",20.979,105.911,25.0,osm:node:4489385889,Chợ Đêm Hàng Đào – Đồng Xuân,attraction,,8.694,https://www.openstreetmap.org/node/4489385889,,
HN-HOLD-03,holdout,Hà Nội,2026-09-20,"làng nghề, văn hóa, chụp ảnh","craft_village, historic",20.979,105.911,25.0,osm:way:37933256,Viện Bảo tàng Lịch sử Việt Nam,museum,,7.313,https://www.openstreetmap.org/way/37933256,,
HN-HOLD-03,holdout,Hà Nội,2026-09-20,"làng nghề, văn hóa, chụp ảnh","craft_village, historic",20.979,105.911,25.0,osm:node:14021381656,Bánh Khúc Hoàng Thường,restaurant,Xôi Hoàng Thường,1.801,https://www.openstreetmap.org/node/14021381656,,
HN-HOLD-03,holdout,Hà Nội,2026-09-20,"làng nghề, văn hóa, chụp ảnh","craft_village, historic",20.979,105.911,25.0,osm:way:37629143,Bảo tàng Hồ Chí Minh,museum,,10.287,https://www.openstreetmap.org/way/37629143,,
HN-HOLD-03,holdout,Hà Nội,2026-09-20,"làng nghề, văn hóa, chụp ảnh","craft_village, historic",20.979,105.911,25.0,osm:way:1234036432,Đông Phong Art Gallery,gallery,,7.581,https://www.openstreetmap.org/way/1234036432,,
HN-HOLD-04,holdout,Hà Nội,2026-09-20,"gia đình, ngoài trời","park, zoo",21.0405,105.798,25.0,osm:way:28945667,Công viên Thủ Lệ,zoo,,1.429,https://www.openstreetmap.org/way/28945667,,
HN-HOLD-04,holdout,Hà Nội,2026-09-20,"gia đình, ngoài trời","park, zoo",21.0405,105.798,25.0,osm:node:13352652760,Đình Thuận Quang,temple,"Điểm văn hóa tâm linh tại Ngõ 533 Nguyễn Bình, Hà Nội, được phân loại từ dữ liệu OpenStreetMap/HOTOSM (amenity=place_of_worship).",18.472,https://www.openstreetmap.org/node/13352652760,,
HN-HOLD-04,holdout,Hà Nội,2026-09-20,"gia đình, ngoài trời","park, zoo",21.0405,105.798,25.0,osm:node:10715935205,ACID8 Speciality Coffee,cafe,,5.457,https://www.openstreetmap.org/node/10715935205,,
HN-HOLD-04,holdout,Hà Nội,2026-09-20,"gia đình, ngoài trời","park, zoo",21.0405,105.798,25.0,osm:node:9805222040,Timeline Coffee,cafe,,0.524,https://www.openstreetmap.org/node/9805222040,,
HN-HOLD-04,holdout,Hà Nội,2026-09-20,"gia đình, ngoài trời","park, zoo",21.0405,105.798,25.0,osm:way:1365437934,Sân chơi khu đô thị Tân Tây Đô,park,,10.692,https://www.openstreetmap.org/way/1365437934,,
HN-HOLD-04,holdout,Hà Nội,2026-09-20,"gia đình, ngoài trời","park, zoo",21.0405,105.798,25.0,osm:way:28912942,Nhà thờ Lớn Hà Nội,temple,,5.44,https://www.openstreetmap.org/way/28912942,,
HN-HOLD-04,holdout,Hà Nội,2026-09-20,"gia đình, ngoài trời","park, zoo",21.0405,105.798,25.0,osm:node:5485875291,Sinh Cafe,cafe,,0.562,https://www.openstreetmap.org/node/5485875291,,
HN-HOLD-04,holdout,Hà Nội,2026-09-20,"gia đình, ngoài trời","park, zoo",21.0405,105.798,25.0,osm:way:178995262,Đền Ngọc Sơn,temple,,5.747,https://www.openstreetmap.org/way/178995262,,
HN-HOLD-04,holdout,Hà Nội,2026-09-20,"gia đình, ngoài trời","park, zoo",21.0405,105.798,25.0,osm:way:1087731715,Vườn hoa Tao Đàn,park,,6.547,https://www.openstreetmap.org/way/1087731715,,
HN-HOLD-04,holdout,Hà Nội,2026-09-20,"gia đình, ngoài trời","park, zoo",21.0405,105.798,25.0,osm:way:37933849,Công viên Thống Nhất,park,,5.692,https://www.openstreetmap.org/way/37933849,,
HN-HOLD-04,holdout,Hà Nội,2026-09-20,"gia đình, ngoài trời","park, zoo",21.0405,105.798,25.0,osm:way:959984228,Vườn hoa Nông dân,park,,13.72,https://www.openstreetmap.org/way/959984228,,
HN-HOLD-04,holdout,Hà Nội,2026-09-20,"gia đình, ngoài trời","park, zoo",21.0405,105.798,25.0,osm:way:136176176,Công viên hồ Đền Lừ,park,,8.592,https://www.openstreetmap.org/way/136176176,,
HN-HOLD-04,holdout,Hà Nội,2026-09-20,"gia đình, ngoài trời","park, zoo",21.0405,105.798,25.0,osm:way:339936730,Bảo tàng Dân tộc học Việt Nam,museum,"Bảo tàng tại Đường Nguyễn Văn Huyên, Hà Nội, được phân loại từ dữ liệu OpenStreetMap/HOTOSM (tourism=museum).",0.099,https://www.openstreetmap.org/way/339936730,,
HN-HOLD-04,holdout,Hà Nội,2026-09-20,"gia đình, ngoài trời","park, zoo",21.0405,105.798,25.0,osm:way:1253839879,Công viên hồ Cần,park,,9.388,https://www.openstreetmap.org/way/1253839879,,
HN-HOLD-04,holdout,Hà Nội,2026-09-20,"gia đình, ngoài trời","park, zoo",21.0405,105.798,25.0,osm:node:12645515452,Mơ Coffee,cafe,,0.588,https://www.openstreetmap.org/node/12645515452,,
HN-HOLD-04,holdout,Hà Nội,2026-09-20,"gia đình, ngoài trời","park, zoo",21.0405,105.798,25.0,osm:way:1510802054,Phố Sách Hà Nội,park,"Điểm tham quan tại Phố 19 Tháng 12, Hà Nội, được phân loại từ dữ liệu OpenStreetMap/HOTOSM (tourism=attraction).",5.457,https://www.openstreetmap.org/way/1510802054,,
HN-HOLD-04,holdout,Hà Nội,2026-09-20,"gia đình, ngoài trời","park, zoo",21.0405,105.798,25.0,osm:way:908417669,Công viên Long Biên,park,,11.265,https://www.openstreetmap.org/way/908417669,,
HN-HOLD-04,holdout,Hà Nội,2026-09-20,"gia đình, ngoài trời","park, zoo",21.0405,105.798,25.0,osm:way:879841441,Vườn hoa Diên Hồng,park,,6.216,https://www.openstreetmap.org/way/879841441,,
HN-HOLD-04,holdout,Hà Nội,2026-09-20,"gia đình, ngoài trời","park, zoo",21.0405,105.798,25.0,osm:node:12876453886,Đền Thiên Vương Thịnh,temple,"Điểm văn hóa tâm linh tại 20.992428, 105.908065, được phân loại từ dữ liệu OpenStreetMap/HOTOSM (amenity=place_of_worship).",12.613,https://www.openstreetmap.org/node/12876453886,,
HN-HOLD-04,holdout,Hà Nội,2026-09-20,"gia đình, ngoài trời","park, zoo",21.0405,105.798,25.0,osm:way:1223384698,Tonkin's park,park,,7.787,https://www.openstreetmap.org/way/1223384698,,
HN-HOLD-04,holdout,Hà Nội,2026-09-20,"gia đình, ngoài trời","park, zoo",21.0405,105.798,25.0,osm:way:37625751,Lăng Chủ tịch Hồ Chí Minh,historic,"Lăng Chủ tịch Hồ Chí Minh (Hà Nội) là nơi lưu giữ thi hài của Chủ tịch Hồ Chí Minh, trở thành biểu tượng của lòng tôn kính và biết ơn của nhân dân Việt Nam.",3.83,https://www.openstreetmap.org/way/37625751,,
HN-HOLD-04,holdout,Hà Nội,2026-09-20,"gia đình, ngoài trời","park, zoo",21.0405,105.798,25.0,osm:node:423736651,Cà Phê Kafa,cafe,,0.428,https://www.openstreetmap.org/node/423736651,,
HN-HOLD-04,holdout,Hà Nội,2026-09-20,"gia đình, ngoài trời","park, zoo",21.0405,105.798,25.0,osm:way:1264582880,Nhà hàng Tam Vị Chân Hỏa 三味珍火,restaurant,,0.774,https://www.openstreetmap.org/way/1264582880,,
HN-HOLD-04,holdout,Hà Nội,2026-09-20,"gia đình, ngoài trời","park, zoo",21.0405,105.798,25.0,osm:node:3769973034,Nhà Hàng Bò Đội Nón,restaurant,,0.574,https://www.openstreetmap.org/node/3769973034,,
HN-HOLD-04,holdout,Hà Nội,2026-09-20,"gia đình, ngoài trời","park, zoo",21.0405,105.798,25.0,osm:node:10855443206,Chùa Tranh Khúc,temple,"Điểm văn hóa tâm linh tại 20.924956, 105.888766, được phân loại từ dữ liệu OpenStreetMap/HOTOSM (amenity=place_of_worship).",15.933,https://www.openstreetmap.org/node/10855443206,,
HN-HOLD-04,holdout,Hà Nội,2026-09-20,"gia đình, ngoài trời","park, zoo",21.0405,105.798,25.0,osm:way:223798542,Vườn hoa Lý Tự Trọng,park,,3.872,https://www.openstreetmap.org/way/223798542,,
HN-HOLD-04,holdout,Hà Nội,2026-09-20,"gia đình, ngoài trời","park, zoo",21.0405,105.798,25.0,osm:node:11644509069,Phương Nguyên Quán,restaurant,,0.539,https://www.openstreetmap.org/node/11644509069,,
HN-HOLD-04,holdout,Hà Nội,2026-09-20,"gia đình, ngoài trời","park, zoo",21.0405,105.798,25.0,osm:way:1103182086,Công viên Võ Thị Sáu,park,,7.248,https://www.openstreetmap.org/way/1103182086,,
HN-HOLD-04,holdout,Hà Nội,2026-09-20,"gia đình, ngoài trời","park, zoo",21.0405,105.798,25.0,osm:node:6946996147,Shichifuku Hanoi,restaurant,,1.239,https://www.openstreetmap.org/node/6946996147,,
HN-HOLD-04,holdout,Hà Nội,2026-09-20,"gia đình, ngoài trời","park, zoo",21.0405,105.798,25.0,osm:node:3794435557,Đình Làng Quảng Bá,temple,"Điểm văn hóa tâm linh tại 21.066868, 105.823032, được phân loại từ dữ liệu OpenStreetMap/HOTOSM (amenity=place_of_worship).",3.917,https://www.openstreetmap.org/node/3794435557,,
HN-HOLD-04,holdout,Hà Nội,2026-09-20,"gia đình, ngoài trời","park, zoo",21.0405,105.798,25.0,osm:node:733355066,Cà Phê AnAn,cafe,,0.673,https://www.openstreetmap.org/node/733355066,,
HN-HOLD-04,holdout,Hà Nội,2026-09-20,"gia đình, ngoài trời","park, zoo",21.0405,105.798,25.0,osm:node:10179892274,The East,restaurant,,4.935,https://www.openstreetmap.org/node/10179892274,,
HN-HOLD-05,holdout,Hà Nội,2026-09-20,"nghệ thuật, văn hóa","gallery, performance_venue",21.0285,105.8542,15.0,osm:way:37933256,Viện Bảo tàng Lịch sử Việt Nam,museum,,0.754,https://www.openstreetmap.org/way/37933256,,
HN-HOLD-05,holdout,Hà Nội,2026-09-20,"nghệ thuật, văn hóa","gallery, performance_venue",21.0285,105.8542,15.0,osm:way:1117240270,Nhà hàng Thủy Tạ,restaurant,,0.435,https://www.openstreetmap.org/way/1117240270,,
HN-HOLD-05,holdout,Hà Nội,2026-09-20,"nghệ thuật, văn hóa","gallery, performance_venue",21.0285,105.8542,15.0,osm:node:12744754301,FU RONG HUA,restaurant,,0.447,https://www.openstreetmap.org/node/12744754301,,
HN-HOLD-05,holdout,Hà Nội,2026-09-20,"nghệ thuật, văn hóa","gallery, performance_venue",21.0285,105.8542,15.0,osm:way:37629143,Bảo tàng Hồ Chí Minh,museum,,2.374,https://www.openstreetmap.org/way/37629143,,
HN-HOLD-05,holdout,Hà Nội,2026-09-20,"nghệ thuật, văn hóa","gallery, performance_venue",21.0285,105.8542,15.0,osm:way:700145152,Bảo tàng Mỹ thuật Việt Nam,museum,,1.797,https://www.openstreetmap.org/way/700145152,,
HN-HOLD-05,holdout,Hà Nội,2026-09-20,"nghệ thuật, văn hóa","gallery, performance_venue",21.0285,105.8542,15.0,osm:node:4499978190,Bảo tàng Địa chất Việt Nam,museum,,0.727,https://www.openstreetmap.org/node/4499978190,,
HN-HOLD-05,holdout,Hà Nội,2026-09-20,"nghệ thuật, văn hóa","gallery, performance_venue",21.0285,105.8542,15.0,osm:way:1148571536,Bảo tàng Lịch sử Quân sự Việt Nam,museum,,10.497,https://www.openstreetmap.org/way/1148571536,,
HN-HOLD-05,holdout,Hà Nội,2026-09-20,"nghệ thuật, văn hóa","gallery, performance_venue",21.0285,105.8542,15.0,osm:node:12876453886,Đền Thiên Vương Thịnh,temple,"Điểm văn hóa tâm linh tại 20.992428, 105.908065, được phân loại từ dữ liệu OpenStreetMap/HOTOSM (amenity=place_of_worship).",6.881,https://www.openstreetmap.org/node/12876453886,,
HN-HOLD-05,holdout,Hà Nội,2026-09-20,"nghệ thuật, văn hóa","gallery, performance_venue",21.0285,105.8542,15.0,osm:way:28912942,Nhà thờ Lớn Hà Nội,temple,,0.555,https://www.openstreetmap.org/way/28912942,,
HN-HOLD-05,holdout,Hà Nội,2026-09-20,"nghệ thuật, văn hóa","gallery, performance_venue",21.0285,105.8542,15.0,osm:way:480826771,Bảo tàng Văn học Việt Nam,museum,,5.609,https://www.openstreetmap.org/way/480826771,,
HN-HOLD-05,holdout,Hà Nội,2026-09-20,"nghệ thuật, văn hóa","gallery, performance_venue",21.0285,105.8542,15.0,osm:node:4255651589,Wanna Waffle?,cafe,,0.425,https://www.openstreetmap.org/node/4255651589,,
HN-HOLD-05,holdout,Hà Nội,2026-09-20,"nghệ thuật, văn hóa","gallery, performance_venue",21.0285,105.8542,15.0,osm:way:704147278,Bảo tàng Phụ nữ Việt Nam,museum,,0.633,https://www.openstreetmap.org/way/704147278,,
HN-HOLD-05,holdout,Hà Nội,2026-09-20,"nghệ thuật, văn hóa","gallery, performance_venue",21.0285,105.8542,15.0,osm:node:13275273171,Đây Đi,cafe,,0.316,https://www.openstreetmap.org/node/13275273171,,
HN-HOLD-05,holdout,Hà Nội,2026-09-20,"nghệ thuật, văn hóa","gallery, performance_venue",21.0285,105.8542,15.0,osm:node:13352652760,Đình Thuận Quang,temple,"Điểm văn hóa tâm linh tại Ngõ 533 Nguyễn Bình, Hà Nội, được phân loại từ dữ liệu OpenStreetMap/HOTOSM (amenity=place_of_worship).",12.49,https://www.openstreetmap.org/node/13352652760,,
HN-HOLD-05,holdout,Hà Nội,2026-09-20,"nghệ thuật, văn hóa","gallery, performance_venue",21.0285,105.8542,15.0,osm:way:340128580,Di tích Nhà tù Hỏa Lò,museum,,0.868,https://www.openstreetmap.org/way/340128580,,
HN-HOLD-05,holdout,Hà Nội,2026-09-20,"nghệ thuật, văn hóa","gallery, performance_venue",21.0285,105.8542,15.0,osm:node:6533893985,Nhac cafe,restaurant,,0.449,https://www.openstreetmap.org/node/6533893985,,
HN-HOLD-05,holdout,Hà Nội,2026-09-20,"nghệ thuật, văn hóa","gallery, performance_venue",21.0285,105.8542,15.0,osm:node:3794435557,Đình Làng Quảng Bá,temple,"Điểm văn hóa tâm linh tại 21.066868, 105.823032, được phân loại từ dữ liệu OpenStreetMap/HOTOSM (amenity=place_of_worship).",5.354,https://www.openstreetmap.org/node/3794435557,,
HN-HOLD-05,holdout,Hà Nội,2026-09-20,"nghệ thuật, văn hóa","gallery, performance_venue",21.0285,105.8542,15.0,osm:node:13516584409,The Banh Mi Station,restaurant,,0.429,https://www.openstreetmap.org/node/13516584409,,
HN-HOLD-05,holdout,Hà Nội,2026-09-20,"nghệ thuật, văn hóa","gallery, performance_venue",21.0285,105.8542,15.0,osm:way:409390951,Trung tâm Lưu trữ và Triển lãm Ảnh Nghệ thuật Việt Nam,museum,,7.16,https://www.openstreetmap.org/way/409390951,,
